iter	Logloss
159	0.5729971366
160	0.5724874273
161	0.5719579941
162	0.5712366736
163	0.5706771801
164	0.5700591631
165	0.5694909178
166	0.5690640229
167	0.5685300848
168	0.5680365839
169	0.5673819615
170	0.5668435651
171	0.5663302794
172	0.566006488
173	0.5656543278
174	0.5651721786
175	0.5644816251
176	0.5639962553
177	0.5634410578
178	0.562980771
179	0.5625281599
180	0.5620444379
181	0.5613938549
182	0.560934195
183	0.5605674097
184	0.5598978709
185	0.5594712098
186	0.5590116404
187	0.5586844691
188	0.5583775856
189	0.5578368641
190	0.5571797627
191	0.5568338623
192	0.5563118533
193	0.5557094068
194	0.5553741694
195	0.5548912322
196	0.5543147454
197	0.5537200975
198	0.5533312101
199	0.5528941351
200	0.5523073676
201	0.5518552767
202	0.5513441511
203	0.5509792674
204	0.5503527144
205	0.5500501761
206	0.5494283907
207	0.5488969509
208	0.5484676582
209	0.548112222
210	0.5477866936
211	0.5474343766
212	0.5468754786
213	0.546268817
214	0.5458209328
215	0.5454108558
216	0.5451307103
217	0.544589757
218	0.5442706709
219	0.5436754904
220	0.5432585265
221	0.542961725
222	0.5423731755
223	0.5418840649
224	0.541595367
225	0.5411024485
226	0.5407879142
227	0.5402093743
228	0.5397844128
229	0.5394214496
230	0.5390189816
231	0.5384485024
232	0.5380771849
233	0.5376885616
234	0.5371601244
235	0.5366616804
236	0.5361012958
237	0.5356659463
238	0.5352747069
239	0.5347894196
240	0.5343099822
241	0.5338562745
242	0.5333292337
243	0.5328051405
244	0.5322628265
245	0.5319587383
246	0.5314205408
247	0.531059475
248	0.5306111412
249	0.5302531956
250	0.5299897639
251	0.529735473
252	0.5294933879
253	0.529241048
254	0.52887035
255	0.5285197718
256	0.5279972604
257	0.5277457898
258	0.5273629479
259	0.5269301298
260	0.5264567726
261	0.5260696878
262	0.5255587026
263	0.5250500566
264	0.52483278
265	0.524482404
266	0.5240739319
267	0.5236084528
268	0.5231089932
269	0.5227060687
270	0.5224938159
271	0.522289801
272	0.5217964511
273	0.5213851702
274	0.5211707923
275	0.5208159412
276	0.5204099899
277	0.519942532
278	0.5195622653
279	0.5190813084
280	0.5186034291
281	0.5182448571
282	0.5179291171
283	0.5175979329
284	0.5172421333
285	0.5170622127
286	0.5166524985
287	0.5163203547
288	0.5160113766
289	0.515793787
290	0.5154872341
291	0.5150244783
292	0.5146652287
293	0.5143665417
294	0.5140370854
295	0.5135804376
296	0.5131644859
297	0.5127124757
298	0.5122626744
299	0.5120956246
300	0.5116490309
301	0.5114683129
302	0.5110249682
303	0.5108429571
304	0.5104836689
305	0.5101723593
306	0.5097351677
307	0.5095358496
308	0.5092491002
309	0.5090645603
310	0.5087347258
311	0.5084368514
312	0.5081335565
313	0.5079566732
314	0.5075290604
315	0.5073314952
316	0.5069071739
317	0.5065935853
318	0.5062674847
319	0.5059148326
320	0.5057219911
321	0.5053050805
322	0.5051137548
323	0.5046998774
324	0.5045141366
325	0.5042170456
326	0.5040698394
327	0.5039071134
328	0.5036059121
329	0.5034405
330	0.5030345512
331	0.5027464326
332	0.5024824767
333	0.5020910655
334	0.5019108361
335	0.5017303012
336	0.5014006972
337	0.5011897288
338	0.5008841611
339	0.5007165555
340	0.5004128955
341	0.5001456711
342	0.499896296
343	0.4995055996
344	0.4991383997
345	0.4989809861
346	0.498681968
347	0.4984998783
348	0.4981477107
349	0.498009459
350	0.4977467187
351	0.4973652084
352	0.4969858216
353	0.4966080389
354	0.4963673735
355	0.4961298254
356	0.495874954
357	0.4955979368
358	0.4952262196
359	0.4950823983
360	0.4948102262
361	0.4945311394
362	0.4942640449
363	0.4939317334
364	0.493811177
365	0.4935853674
366	0.4933599084
367	0.4932034228
368	0.4929590342
369	0.4927260192
370	0.4923662178
371	0.4921216966
372	0.4918238155
373	0.4914678706
374	0.4911135724
375	0.4908453557
376	0.4907118925
377	0.4903686665
378	0.4900797969
379	0.4899355233
380	0.4896787423
381	0.4894696687
382	0.4891244276
383	0.488912531
384	0.4886782023
385	0.4884575794
386	0.4883308765
387	0.4881998075
388	0.4879549752
389	0.4876161026
390	0.4873992929
391	0.4870628055
392	0.4867281795
393	0.4865142296
394	0.4864105294
395	0.4862818885
396	0.4861020453
397	0.4857970647
398	0.4854677258
399	0.4852585862
400	0.4851348855
401	0.4848091423
402	0.484561991
403	0.484238242
404	0.484008843
405	0.4837947058
406	0.4834744666
407	0.4832602801
408	0.4830397669
409	0.4828208834
410	0.4825046741
411	0.4822539728
412	0.4821133553
413	0.4819547722
414	0.4816429384
415	0.4814300061
416	0.4811805639
417	0.4809138865
418	0.4806059526
419	0.4804101157
420	0.4802052482
421	0.4800799562
422	0.4797753586
423	0.479472713
424	0.4793491533
425	0.4790794984
426	0.4789319751
427	0.478736163
428	0.4784381094
429	0.4782487722
430	0.4781536492
431	0.4779544584
432	0.4778247186
433	0.4775698267
434	0.4773626544
435	0.4771763955
436	0.4769618586
437	0.4767664781
438	0.4765824282
439	0.4764655487
440	0.4762827558
441	0.4760493899
442	0.4758339493
443	0.4756533228
444	0.4754386195
445	0.4751536514
446	0.474887323
447	0.4746047382
448	0.4745175408
449	0.4743259963
450	0.4741397621
451	0.4740519366
452	0.4739526721
453	0.4736750051
454	0.4734684031
455	0.4732704115
456	0.4730969339
457	0.4728376682
458	0.4726547675
459	0.472380892
460	0.4721097245
461	0.4719516538
462	0.4716824796
463	0.471467271
464	0.4712984298
465	0.4711130035
466	0.4709456344
467	0.4707523304
468	0.4705861995
469	0.4703204701
470	0.4701496487
471	0.4700471442
472	0.4699448573
473	0.4697724387
474	0.4696354933
475	0.4694725005
476	0.4693883755
477	0.4692233285
478	0.4689628849
479	0.4687921618
480	0.4686252797
481	0.4685539719
482	0.4683946021
483	0.4681377973
484	0.4679721771
485	0.4678821845
486	0.4677850958
487	0.4675822758
488	0.4674081255
489	0.4672341061
490	0.4670780925
491	0.4668258823
492	0.4666437593
493	0.4663933259
494	0.4663032558
495	0.4660552914
496	0.4659008544
497	0.4656720485
498	0.4654259905
499	0.4652457773
500	0.465086365
501	0.4649191046
502	0.4647690265
503	0.4646192076
504	0.4645324314
505	0.4643739686
506	0.4642148477
507	0.4639738592
508	0.463829172
509	0.4636819118
510	0.4634870254
511	0.463248941
512	0.463088483
513	0.463000448
514	0.4628875751
515	0.4627256808
516	0.4625750621
517	0.4623393391
518	0.4622751234
519	0.4621186361
520	0.4618860969
521	0.4616716321
522	0.4615291197
523	0.4613715563
524	0.461174488
525	0.4609443536
526	0.4608743696
527	0.4606469001
528	0.4605859334
529	0.4604229708
530	0.4601976688
531	0.460059895
532	0.4599916004
533	0.4598463058
534	0.4596229959
535	0.4594480829
536	0.4592268107
537	0.4590900069
538	0.4589550502
539	0.4588159166
540	0.4585970275
541	0.4583789607
542	0.4582461706
543	0.4581009618
544	0.4578926125
545	0.4577423771
546	0.4575962175
547	0.4574908514
548	0.457359039
549	0.4571456527
550	0.4570993178
551	0.4568873173
552	0.4568245262
553	0.4566956364
554	0.4566400246
555	0.456511914
556	0.4564374556
557	0.4563103428
558	0.4562023038
559	0.4560785491
560	0.4559810131
561	0.4558362282
562	0.4556950069
563	0.4556225853
564	0.4555119653
565	0.4553747998
566	0.455246663
567	0.4550990749
568	0.454893964
569	0.4546898056
570	0.4545434301
571	0.4543994394
572	0.4543412834
573	0.4542191954
574	0.4540994767
575	0.4539681363
576	0.4538396174
577	0.4536394444
578	0.4535122692
579	0.4533829032
580	0.4532565945
581	0.4530586331
582	0.4529055526
583	0.4528445063
584	0.4526478449
585	0.4525300463
586	0.4524123363
587	0.4522180138
588	0.4521011539
589	0.4519677332
590	0.4518451491
591	0.4516984396
592	0.4515828949
593	0.4515167348
594	0.4514018384
595	0.4512878106
596	0.4511737394
597	0.4510621153
598	0.4509174392
599	0.450826335
600	0.450762624
601	0.4506356026
602	0.4504469991
603	0.4502546045
604	0.4500680387
605	0.4500167728
606	0.4498262414
607	0.449737383
608	0.4496104185
609	0.44950068
610	0.4493170615
611	0.449232739
612	0.4491978397
613	0.4490837827
614	0.448973852
615	0.4489277662
616	0.4487765562
617	0.4485904443
618	0.4484772163
619	0.4482973654
620	0.4481702728
621	0.4481100883
622	0.4480037495
623	0.4478873521
624	0.4477569749
625	0.447630062
626	0.4475302621
627	0.4474269582
628	0.4473078264
629	0.4471940173
630	0.4470849851
631	0.4470273213
632	0.4469085882
633	0.4467770399
634	0.446664809
635	0.446543009
636	0.4464341434
637	0.446301433
638	0.4462149714
639	0.4461011246
640	0.4459990968
641	0.4458974177
642	0.4458564428
643	0.4457128623
644	0.4455966867
645	0.4454833585
646	0.4453204561
647	0.4452114737
648	0.4450781158
649	0.4449788617
650	0.4448821045
651	0.4447136496
652	0.4446160639
653	0.4445146691
654	0.4444615713
655	0.4442944161
656	0.4441281701
657	0.4440113166
658	0.4439143156
659	0.443818007
660	0.4436949147
661	0.4435931626
662	0.4434951437
663	0.4433410789
664	0.4432214506
665	0.4430588452
666	0.4429987002
667	0.4428951315
668	0.442796076
669	0.4426351605
670	0.4425656693
671	0.4424556091
672	0.442362074
673	0.4422689712
674	0.4421371763
675	0.4420448976
676	0.4420053296
677	0.4418471437
678	0.4417505113
679	0.4416593591
680	0.4416082709
681	0.4414518181
682	0.4413614024
683	0.4411985569
684	0.4410932985
685	0.4409544419
686	0.4408617814
687	0.4407075376
688	0.4406092554
689	0.4405064775
690	0.4404475119
691	0.4403697317
692	0.4403222044
693	0.4402751978
694	0.4401654902
695	0.4401401208
696	0.4399884774
697	0.4398818874
698	0.4397880263
699	0.4396379439
700	0.4395465358
701	0.4394598465
702	0.4393602234
703	0.439204137
704	0.4390798832
705	0.4389881303
706	0.4389345285
707	0.4388492251
708	0.4388027258
709	0.4387097304
710	0.438563071
711	0.4384427157
712	0.438343996
713	0.4382408525
714	0.4381571079
715	0.4380123985
716	0.4379120036
717	0.4377685084
718	0.4376575487
719	0.4375151802
720	0.4374325174
721	0.4373212578
722	0.43723955
723	0.437153879
724	0.4370622608
725	0.4369791221
726	0.4368387034
727	0.4367676352
728	0.4366870105
729	0.4366369677
730	0.436603897
731	0.4365274149
732	0.4364478727
733	0.4363855583
734	0.4363165538
735	0.4361855874
736	0.4361019518
737	0.4360390534
738	0.4359602034
739	0.435829623
740	0.4357933253
741	0.4356565439
742	0.4355640654
743	0.4354865168
744	0.435413369
745	0.4353362286
746	0.435251459
747	0.435171364
748	0.4350938432
749	0.4349973095
750	0.4348996505
751	0.4348033733
752	0.4347622
753	0.4346863852
754	0.4346084734
755	0.4344829626
756	0.4343972134
757	0.4342753423
758	0.4342363055
759	0.4341610279
760	0.4340615536
761	0.4339716892
762	0.4338874135
763	0.4338052513
764	0.433729356
765	0.433652266
766	0.4335760281
767	0.4334565884
768	0.4333801138
769	0.4333483088
770	0.4333090845
771	0.4332353065
772	0.4331991728
773	0.4331172684
774	0.4330557598
775	0.4330285156
776	0.4329958005
777	0.4328914333
778	0.4327635771
779	0.4327252181
780	0.4326868601
781	0.4325913303
782	0.4325560619
783	0.4324400836
784	0.4323444227
785	0.4323127462
786	0.4322562998
787	0.4321428772
788	0.4320570247
789	0.4319864938
790	0.4318610214
791	0.4317909228
792	0.4317209338
793	0.4315968904
794	0.4315628337
795	0.4314393979
796	0.4313247331
797	0.4312882791
798	0.4312193501
799	0.4311504211
800	0.4310792026
801	0.4309950405
802	0.4309268055
803	0.4308053184
804	0.4307897361
805	0.4307223242
806	0.4306244554
807	0.4305336053
808	0.4305053511
809	0.430375433
810	0.4302465568
811	0.4301272816
812	0.4300391667
813	0.4300158218
814	0.4299635134
815	0.4298455363
816	0.4297279935
817	0.4296317097
818	0.4295803978
819	0.4295080723
820	0.4293916552
821	0.4292761925
822	0.4291916646
823	0.4290766787
824	0.4289621261
825	0.4289013686
826	0.4288285159
827	0.4287147432
828	0.4285911955
829	0.4285436687
830	0.4285040211
831	0.4284767335
832	0.4284047871
833	0.4282927035
834	0.4281906331
835	0.428101777
836	0.4280386949
837	0.4279713491
838	0.4278650409
839	0.4278414992
840	0.427770954
841	0.4277015724
842	0.4276688411
843	0.4276066696
844	0.4275404486
845	0.4274784948
846	0.4273690973
847	0.4272989012
848	0.4272223644
849	0.4271366352
850	0.4271140058
851	0.4270525273
852	0.4269842809
853	0.4269081757
854	0.4268002948
855	0.4267685164
856	0.4266611122
857	0.4265996522
858	0.4265208034
859	0.426461825
860	0.4263446472
861	0.4263200312
862	0.4262472696
863	0.4261707143
864	0.4260916501
865	0.4260320343
866	0.4259714426
867	0.4259123893
868	0.4258535102
869	0.4257489221
870	0.4256448541
871	0.4255736265
872	0.4255422457
873	0.4254802295
874	0.4254586398
875	0.4253556116
876	0.4252528888
877	0.4252401584
878	0.4251890067
879	0.4251140127
880	0.4250415916
881	0.4249716607
882	0.4249142098
883	0.4248500345
884	0.424806565
885	0.4247498941
886	0.4246933532
887	0.4246451423
888	0.4245914591
889	0.4245231776
890	0.4244226191
891	0.4243669888
892	0.4243102651
893	0.4242478205
894	0.4241876279
895	0.4241348836
896	0.4240774033
897	0.4240223784
898	0.4239667012
899	0.423922666
900	0.4238261895
901	0.4237692459
902	0.4237116908
903	0.4236776757
904	0.423623171
905	0.4235622947
906	0.4235043035
907	0.4234486645
908	0.4233889029
909	0.4233124407
910	0.4232587582
911	0.423204729
912	0.4231619944
913	0.4231388507
914	0.4230944024
915	0.4230394403
916	0.4229866244
917	0.4229278675
918	0.4228716935
919	0.4228132842
920	0.4227709384
921	0.4227168012
922	0.4226873728
923	0.4226649635
924	0.4225958332
925	0.4224885319
926	0.4224295011
927	0.4223370495
928	0.4222696973
929	0.422174901
930	0.4221200301
931	0.4220746303
932	0.4219693241
933	0.4219178084
934	0.4218648474
935	0.4218139815
936	0.4217204437
937	0.4216559042
938	0.4215853318
939	0.4214929188
940	0.4214441559
941	0.4214181982
942	0.421365704
943	0.4213022783
944	0.4211986609
945	0.4211075054
946	0.4210860061
947	0.4210603516
948	0.4210090384
949	0.4209879299
950	0.4209639366
951	0.4209432605
952	0.4209219778
953	0.4208723688
954	0.4208193984
955	0.4207350532
956	0.4207142903
957	0.4206892411
958	0.4206399354
959	0.4205905845
960	0.4204896522
961	0.4204411695
962	0.4203926859
963	0.4203384759
964	0.4202783387
965	0.4202168299
966	0.4201584008
967	0.4201157053
968	0.4200924338
969	0.4200531205
970	0.4200340472
971	0.4199863423
972	0.4199336513
973	0.4198515992
974	0.4198037823
975	0.4197047573
976	0.4196432498
977	0.419618396
978	0.4195711674
979	0.4194726632
980	0.4194344762
981	0.4193877674
982	0.4193310107
983	0.4193084916
984	0.4192925332
985	0.4192678525
986	0.4191946838
987	0.4191486266
988	0.4191023516
989	0.419060263
990	0.4189981508
991	0.4189435518
992	0.4188920562
993	0.418830854
994	0.4187450285
995	0.4187015937
996	0.4186568525
997	0.418632603
998	0.4186245561
999	0.4185526451
